PERIOD,END_DT,BRD_CD,CLASS1,CLASS2,ITEM,ITEM_NM,PRDT_NM,PART_CD,COLOR_CD,TAG_PRICE,ORDER_QTY,STOR_QTY,ORDER_QTY_KR,STOR_QTY_KR,SALE_QTY_CNS,SALE_QTY_GLB,WH_QTY,STOCK_QTY_KR
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,50BKS,43000,0,0,0,0,0,0,0,0
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,50CRS,43000,0,0,0,0,0,1,0,1
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,07SBD,43000,0,0,0,0,870,972,10,1880
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,07YEL,43000,0,0,0,0,245,173,2,1156
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,43LDL,43000,0,0,0,0,0,541,0,0
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,43PKL,43000,0,0,0,0,1128,596,48,1405
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50BKS,43000,3000,1020,3000,1020,1414,2951,46,-154
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50CRS,43000,0,1020,0,1020,1874,2924,21,1441
당해,2025-12-14,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50NYS,43000,0,0,0,0,1478,825,4,2274
당해,2025-12-14,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,07PKS,43000,0,0,0,0,261,407,4,1208
당해,2025-12-14,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,43OLS,43000,0,0,0,0,1,460,10,18
당해,2025-12-14,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,50BKS,43000,0,0,0,0,552,388,12,-383
당해,2025-12-14,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,07COS,49000,0,0,0,0,194,254,0,479
당해,2025-12-14,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,43BRP,49000,0,0,0,0,519,7,2,458
당해,2025-12-14,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,50BKS,49000,0,0,0,0,945,202,1,915
당해,2025-12-14,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,50CRS,49000,0,0,0,0,748,428,2,476
당해,2025-12-21,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,07BLM,39000,0,0,0,0,0,0,0,43
당해,2025-12-21,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,43IVS,39000,0,0,0,0,0,0,0,42
당해,2025-12-21,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,50BKS,39000,0,0,0,0,0,0,0,41
당해,2025-12-21,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,50PCL,39000,0,0,0,0,0,0,0,42
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,07COP,43000,2240,0,2000,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,43MGS,43000,1410,0,1230,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,50BKS,43000,5830,0,5430,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,50CRS,43000,4540,0,4030,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,50SAM,43000,1500,0,1500,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,07COP,49000,1800,0,1800,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,43CRS,49000,3323,0,2700,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,50BKS,49000,4163,0,3500,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,07NYS,43000,1180,0,1010,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,43SAS,43000,2040,0,1700,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,50BKS,43000,4785,0,4215,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,50BRD,43000,1480,0,1000,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,07SBD,43000,0,0,0,0,0,1,0,2
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,43LDL,43000,0,0,0,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,50BKS,43000,0,0,0,0,0,0,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,50CRS,43000,0,0,0,0,0,0,0,1
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,07SBD,43000,1690,0,0,0,479,984,1,1400
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,07YEL,43000,430,0,0,0,158,146,0,998
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,43LDL,43000,650,0,0,0,0,383,0,0
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,43PKL,43000,1660,0,0,0,637,704,0,768
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50BKS,43000,12960,3978,2000,3978,3897,2862,0,-73
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50CRS,43000,7990,2980,1000,2980,3045,2481,2,1374
당해,2025-12-21,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50NYS,43000,1140,0,0,0,717,1055,0,1557
당해,2025-12-21,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,07PKS,43000,640,0,0,0,132,225,0,1076
당해,2025-12-21,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,43OLS,43000,590,0,0,0,17,247,0,1
당해,2025-12-21,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,50BKS,43000,2640,2000,0,2000,1035,402,0,582
당해,2025-12-21,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,07COS,49000,0,0,0,0,134,226,0,345
당해,2025-12-21,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,43BRP,49000,0,0,0,0,154,57,0,304
당해,2025-12-21,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,50BKS,49000,0,0,0,0,272,188,1,642
당해,2025-12-21,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,50CRS,49000,0,0,0,0,214,358,1,261
당해,2025-12-28,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,07BLM,39000,0,0,0,0,0,0,0,43
당해,2025-12-28,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,43IVS,39000,0,0,0,0,0,0,0,42
당해,2025-12-28,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,50BKS,39000,0,0,0,0,0,0,0,41
당해,2025-12-28,M,ACC,Headwear,BN,비니,크로셰 미야옹 비니,3ABNB0153,50PCL,39000,0,0,0,0,0,0,0,42
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,07COP,43000,0,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,43MGS,43000,160,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,50BKS,43000,160,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,50CRS,43000,240,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 크로셰 미야옹 비니,3ABNB0163,50SAM,43000,0,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,07COP,49000,713,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,07LDS,49000,173,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,43CRS,49000,240,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 미야옹 비니,3ABNB0263,50BKS,49000,240,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,07NYS,43000,160,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,43SAS,43000,0,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,50BKS,43000,240,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,썸머 스트라이프 미야옹 비니,3ABNB0363,50BRD,43000,0,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,07SBD,43000,0,0,0,0,0,0,1,1
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,43LDL,43000,0,0,0,0,0,1,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,50BKS,43000,0,0,0,0,0,0,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1146,50CRS,43000,0,0,0,0,0,2,0,1
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,07SBD,43000,0,1000,0,1000,616,1202,0,1784
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,07YEL,43000,0,0,0,0,170,89,0,828
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,43LDL,43000,0,0,0,0,0,436,0,0
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,43PKL,43000,0,0,0,0,525,596,0,243
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50BKS,43000,2000,5998,2000,5998,4996,2375,0,929
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50CRS,43000,1000,6000,1000,6000,4132,1817,0,3242
당해,2025-12-28,M,ACC,Headwear,BN,비니,플러시 미야옹 비니,3ABNB1156,50NYS,43000,0,0,0,0,1323,785,0,234
당해,2025-12-28,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,07PKS,43000,0,1500,0,1500,267,189,1,2308
당해,2025-12-28,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,43OLS,43000,0,1000,0,1000,97,185,0,904
당해,2025-12-28,M,ACC,Headwear,BN,비니,스트라이프 미야옹 비니,3ABNB1656,50BKS,43000,0,5000,0,5000,1550,143,1,4031
당해,2025-12-28,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,07COS,49000,0,0,0,0,77,313,0,268
당해,2025-12-28,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,43BRP,49000,0,1000,0,1000,255,354,0,1049
당해,2025-12-28,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,50BKS,49000,0,2000,0,2000,678,515,1,1963
당해,2025-12-28,M,ACC,Headwear,BN,비니,미야옹 이어플랩 비니,3ABNV0756,50CRS,49000,0,1000,0,1000,434,476,0,827
