BRD_CD,CLASS,ITEM,ITEM_NM,SEX_NM,PRDT_NM,STYLE_CD,COLOR_CD,SIZE_CD,ORDER_QTY_KR,STOR_QTY_KR,SALE_QTY_CNS
X,Shoes,SH,신발,공용,블리츠,DXSH5135N,WHS,260,350,350,67
X,Shoes,SH,신발,공용,블리츠,DXSH5135N,WHS,265,250,250,61
X,Shoes,SH,신발,공용,블리츠,DXSH5135N,WHS,270,400,399,55
X,Shoes,SH,신발,공용,블리츠,DXSH5135N,WHS,275,100,99,26
X,Shoes,SH,신발,공용,블리츠,DXSH5135N,WHS,280,100,97,27
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,230,80,79,4
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,240,160,164,28
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,250,210,212,49
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,255,230,229,39
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,260,340,335,88
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,265,370,371,108
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,270,330,331,111
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,BKS,280,180,180,64
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,230,180,178,24
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,240,350,344,63
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,245,260,258,40
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,250,300,299,54
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,260,370,361,57
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,265,360,351,57
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,270,300,295,51
X,Shoes,SH,신발,공용,이지 플로우,DXSH5145N,WHS,280,180,180,28
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BGL,230,300,304,6
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BGL,235,300,303,7
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BGL,240,600,603,14
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BGL,245,300,302,5
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BGL,250,500,502,7
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,230,150,149,14
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,235,200,200,16
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,240,500,498,34
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,245,350,347,21
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,250,450,449,29
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,255,200,197,31
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,260,250,243,39
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,265,250,243,39
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,270,350,344,45
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,275,200,195,24
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,BKS,280,100,100,14
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,PPS,235,0,0,0
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,PPS,240,0,0,0
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,PPS,250,0,0,0
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,PPS,260,0,0,0
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,PPS,270,0,0,0
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,230,300,293,17
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,235,500,501,19
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,240,800,794,34
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,245,600,597,18
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,250,750,746,28
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,255,300,297,16
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,260,400,396,26
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,265,300,298,29
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,270,300,301,20
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,275,150,151,14
X,Shoes,SH,신발,공용,벨리스,DXSH5155N,WHS,280,100,102,14
X,Shoes,SH,신발,공용,벨리스,DXSH5165N,LVL,230,200,182,13
X,Shoes,SH,신발,공용,벨리스,DXSH5165N,LVL,235,200,163,14
X,Shoes,SH,신발,공용,벨리스,DXSH5165N,LVL,240,500,441,36
X,Shoes,SH,신발,공용,벨리스,DXSH5165N,LVL,245,200,162,18
X,Shoes,SH,신발,공용,벨리스,DXSH5165N,LVL,250,400,363,27
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,230,130,130,42
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,235,200,197,59
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,240,340,340,94
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,245,290,292,92
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,250,250,250,69
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,255,150,149,40
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,260,200,189,36
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,265,220,220,47
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,270,200,199,56
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,275,130,130,29
X,Shoes,SH,신발,공용,볼트,DXSH5215N,BES,280,90,86,32
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,230,300,299,50
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,235,420,413,68
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,240,660,661,113
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,245,450,450,88
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,250,360,358,80
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,255,220,219,59
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,260,320,320,66
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,265,330,328,57
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,270,370,370,78
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,275,220,218,38
X,Shoes,SH,신발,공용,볼트,DXSH5215N,WHS,280,150,151,54
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,230,110,108,48
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,235,160,154,54
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,240,210,207,77
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,245,200,194,64
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,250,190,190,70
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,255,180,177,58
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,260,270,263,113
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,265,340,334,120
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,270,320,319,110
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,275,210,202,78
X,Shoes,SH,신발,공용,볼트,DXSH5225N,BKS,280,110,104,38
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,230,70,70,16
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,235,100,101,20
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,240,150,148,45
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,245,100,101,35
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,250,150,150,46
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,255,140,130,43
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,260,270,270,78
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,265,310,307,110
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,270,220,217,79
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,275,120,120,52
X,Shoes,SH,신발,공용,볼트,DXSH5225N,GRS,280,70,69,36
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,230,40,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,235,40,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,240,140,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,245,150,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,250,140,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,255,70,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,260,230,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,265,240,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,270,230,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,275,130,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,BKS,280,90,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,230,100,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,235,170,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,240,330,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,245,300,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,250,230,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,255,200,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,260,350,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,265,330,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,270,300,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,275,120,0,0
X,Shoes,SH,신발,공용,트론,DXSH5235N,WHS,280,70,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,230,100,100,35
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,235,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,240,250,250,99
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,245,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,250,200,200,121
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,260,250,250,96
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,270,300,300,110
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,BKS,280,100,100,48
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,230,100,100,23
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,235,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,240,200,200,55
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,245,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,250,100,100,38
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,260,100,100,27
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,270,150,150,32
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,GNL,280,50,50,7
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,230,100,100,17
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,235,150,150,34
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,240,300,300,41
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,245,200,200,46
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,250,200,200,49
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,260,200,200,26
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,270,300,300,15
X,Shoes,SH,신발,공용,웨이브 샌디 EZ,DXSH5245N,WHS,280,50,50,3
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,230,200,199,21
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,235,200,195,26
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,240,550,541,34
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,245,300,298,30
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,250,450,450,33
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,260,450,448,63
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,270,350,345,46
X,Shoes,SH,신발,공용,오로라,DXSH5255N,BKS,280,100,99,11
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,230,100,102,11
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,235,200,199,11
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,240,400,395,20
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,245,200,202,8
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,250,350,346,27
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,260,250,249,40
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,270,350,346,24
X,Shoes,SH,신발,공용,오로라,DXSH5255N,GRL,280,50,51,7
X,Shoes,SH,신발,공용,오로라,DXSH5255N,MTL,230,100,94,3
X,Shoes,SH,신발,공용,오로라,DXSH5255N,MTL,240,250,237,4
X,Shoes,SH,신발,공용,오로라,DXSH5255N,MTL,250,150,141,2
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,230,0,8,1
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,240,0,202,34
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,245,0,177,18
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,250,0,188,33
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,260,0,196,102
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,265,0,240,111
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,270,0,200,85
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,BKS,280,0,161,44
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,230,0,173,7
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,235,0,216,4
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,240,0,265,15
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,245,0,182,7
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,250,0,196,18
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,260,0,157,23
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,270,0,203,21
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,SIL,280,0,163,7
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,230,0,161,18
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,235,0,214,27
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,240,0,267,40
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,245,0,198,36
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,250,0,199,26
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,260,0,138,44
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,265,0,200,29
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,270,0,148,26
X,Shoes,SH,신발,공용,맥시 트레일런 비브람,DXSH5415N,WHS,280,0,135,15
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,230,0,189,44
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,235,0,187,44
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,240,0,330,105
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,245,0,239,71
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,250,0,236,97
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,260,0,248,86
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,265,0,168,65
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,270,0,308,92
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BGS,280,0,143,47
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,230,90,88,14
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,235,120,119,21
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,240,330,334,53
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,245,330,332,37
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,250,390,395,52
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,260,570,574,74
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,265,480,481,56
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,270,540,539,78
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,BKS,280,150,150,41
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,230,0,134,17
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,235,0,205,16
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,240,0,288,38
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,245,0,202,37
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,250,0,229,50
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,260,0,309,108
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,265,0,256,87
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,270,0,363,116
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,GRS,280,0,146,38
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,230,0,71,6
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,235,0,39,12
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,240,0,121,21
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,245,0,81,21
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,250,0,110,32
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,260,0,182,65
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,265,0,176,68
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,270,0,206,69
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,KAS,280,0,50,15
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,230,0,105,46
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,235,0,131,81
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,240,0,183,100
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,245,0,126,76
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,250,0,110,53
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,260,0,132,51
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,265,0,108,42
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,270,0,114,42
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,SIL,280,0,52,6
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,230,250,502,123
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,235,300,615,144
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,240,450,936,250
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,245,150,606,197
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,250,400,742,210
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,260,400,751,198
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,265,250,488,154
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,270,300,608,159
X,Shoes,SH,신발,공용,브리즈,DXSH5545N,WHS,280,200,318,92
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,230,0,99,40
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,235,0,151,65
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,240,0,288,129
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,245,0,229,101
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,250,0,211,81
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,255,0,86,43
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,BKS,260,0,57,28
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,230,0,93,32
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,235,0,124,30
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,240,0,249,101
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,245,0,200,78
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,250,0,190,66
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,255,0,69,27
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,GRS,260,0,40,15
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,230,0,133,62
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,235,0,163,67
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,240,0,364,141
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,245,0,277,99
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,250,0,192,62
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,255,0,103,39
X,Shoes,SH,신발,공용,브리즈 슬립온,DXSH5555N,WHS,260,0,46,14
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,BES,230,450,428,65
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,BES,235,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,BES,240,600,577,102
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,BES,245,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,BES,250,450,440,58
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,GRS,230,180,170,43
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,GRS,235,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,GRS,240,340,307,65
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,GRS,245,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,GRS,250,280,280,43
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,KAD,230,200,180,49
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,KAD,235,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,KAD,240,380,339,88
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,KAD,245,0,0,0
X,Shoes,SH,신발,공용,웨이브 샌디 FUR,DXSH6215N,KAD,250,320,289,46
X,Shoes,SH,신발,공용,오브,DXSH6225N,BKS,230,1050,1050,93
X,Shoes,SH,신발,공용,오브,DXSH6225N,BKS,240,1500,1500,280
X,Shoes,SH,신발,공용,오브,DXSH6225N,BKS,250,1150,1148,264
X,Shoes,SH,신발,공용,오브,DXSH6225N,BRL,230,210,210,5
X,Shoes,SH,신발,공용,오브,DXSH6225N,BRL,240,350,350,22
X,Shoes,SH,신발,공용,오브,DXSH6225N,BRL,250,140,140,12
X,Shoes,SH,신발,공용,오브,DXSH6225N,MSL,230,200,200,4
X,Shoes,SH,신발,공용,오브,DXSH6225N,MSL,240,350,350,29
X,Shoes,SH,신발,공용,오브,DXSH6225N,MSL,250,250,250,22
X,Shoes,SH,신발,공용,오브,DXSH6225N,WHS,230,650,650,113
X,Shoes,SH,신발,공용,오브,DXSH6225N,WHS,240,1100,1100,263
X,Shoes,SH,신발,공용,오브,DXSH6225N,WHS,250,750,748,220
X,Shoes,SH,신발,공용,스무디,DXSH6235N,BGL,230,500,415,163
X,Shoes,SH,신발,공용,스무디,DXSH6235N,BGL,240,850,775,398
X,Shoes,SH,신발,공용,스무디,DXSH6235N,BGL,250,450,370,278
X,Shoes,SH,신발,공용,스무디,DXSH6235N,BKS,230,750,645,543
X,Shoes,SH,신발,공용,스무디,DXSH6235N,BKS,240,1700,1587,1300
X,Shoes,SH,신발,공용,스무디,DXSH6235N,BKS,250,1350,1283,1181
X,Shoes,SH,신발,공용,스무디,DXSH6235N,WHS,230,600,410,255
X,Shoes,SH,신발,공용,스무디,DXSH6235N,WHS,240,900,677,555
X,Shoes,SH,신발,공용,스무디,DXSH6235N,WHS,250,500,303,280
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,BKS,230,380,328,32
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,BKS,235,80,66,28
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,BKS,240,820,778,92
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,BKS,245,120,92,31
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,BKS,250,600,548,78
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,GRL,230,650,577,15
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,GRL,235,100,92,14
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,GRL,240,1050,949,51
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,GRL,245,150,129,21
X,Shoes,SH,신발,공용,웨이브 제인 미드,DXSH6245N,GRL,250,550,477,23
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BKD,230,3400,3250,2357
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BKD,235,3370,1850,447
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BKD,240,7960,6970,4598
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BKD,245,2970,1200,519
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BKD,250,5700,5630,3313
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BLL,230,440,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BLL,235,800,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BLL,240,1200,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BLL,245,680,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,BLL,250,880,0,0
