BRD_CD,CLASS,ITEM,ITEM_NM,SEX_NM,PRDT_NM,STYLE_CD,COLOR_CD,SIZE_CD,ORDER_QTY_KR,STOR_QTY_KR,SALE_QTY_CNS
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,GRL,230,3640,2920,1857
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,GRL,235,3780,1600,584
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,GRL,240,8490,6185,3979
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,GRL,245,3170,1200,464
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,GRL,250,5620,3695,2287
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,KAD,230,550,1320,534
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,KAD,240,750,2090,1022
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,KAD,250,700,1690,675
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,RDS,230,240,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,RDS,240,450,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,RDS,250,310,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,VOL,230,330,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,VOL,235,600,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,VOL,240,900,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,VOL,245,510,0,0
X,Shoes,SH,신발,공용,웨이브 제인,DXSH7275N,VOL,250,660,0,0
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BES,230,725,494,475
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BES,240,1115,769,721
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BES,250,720,544,491
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BES,260,260,250,206
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BES,270,140,144,113
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BES,280,40,69,45
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BKS,230,340,694,301
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BKS,240,750,1119,534
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BKS,250,730,744,427
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BKS,260,905,400,360
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BKS,270,575,294,233
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,BKS,280,200,119,85
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,OWS,230,0,238,196
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,OWS,240,0,463,365
X,Shoes,SH,신발,공용,웨이브 샌드,DXSH7285N,OWS,250,0,288,159
